query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
gene-ASIM_LOCUS15618	7209.EFO26064.2	1.47e-130	379.0	COG5090@1|root,KOG2905@2759|Eukaryota,38F4W@33154|Opisthokonta,3BE7H@33208|Metazoa,3CZ0K@33213|Bilateria,40CTC@6231|Nematoda,1KVMN@119089|Chromadorea	33208|Metazoa	L	TFIIF is a general transcription initiation factor that binds to RNA polymerase II and helps to recruit it to the initiation complex in collaboration with TFIIB. It promotes transcription elongation. This subunit shows ATP-dependent DNA- helicase activity	GTF2F2	GO:0000375,GO:0000377,GO:0000398,GO:0000428,GO:0000988,GO:0000990,GO:0000991,GO:0001085,GO:0001091,GO:0001096,GO:0001098,GO:0001099,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005667,GO:0005674,GO:0005675,GO:0005856,GO:0006139,GO:0006351,GO:0006352,GO:0006354,GO:0006355,GO:0006357,GO:0006366,GO:0006367,GO:0006368,GO:0006370,GO:0006396,GO:0006397,GO:0006725,GO:0006807,GO:0007154,GO:0007165,GO:0007166,GO:0007167,GO:0007169,GO:0008134,GO:0008150,GO:0008152,GO:0008380,GO:0008543,GO:0009058,GO:0009059,GO:0009301,GO:0009452,GO:0009719,GO:0009889,GO:0009891,GO:0009893,GO:0009987,GO:0010033,GO:0010467,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010628,GO:0015630,GO:0016070,GO:0016071,GO:0016073,GO:0016591,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0023052,GO:0030880,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0031334,GO:0031974,GO:0031981,GO:0032774,GO:0032784,GO:0032786,GO:0032806,GO:0032968,GO:0032991,GO:0032993,GO:0034243,GO:0034641,GO:0034645,GO:0034654,GO:0034660,GO:0036260,GO:0042221,GO:0042795,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043254,GO:0044087,GO:0044089,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044344,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044451,GO:0044464,GO:0044798,GO:0045893,GO:0045898,GO:0045899,GO:0045935,GO:0045944,GO:0046483,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0050896,GO:0051128,GO:0051130,GO:0051171,GO:0051173,GO:0051252,GO:0051254,GO:0051716,GO:0055029,GO:0060255,GO:0060260,GO:0060261,GO:0061695,GO:0065007,GO:0070013,GO:0070848,GO:0070887,GO:0071310,GO:0071363,GO:0071495,GO:0071704,GO:0071774,GO:0080090,GO:0090304,GO:0090575,GO:0097550,GO:0097659,GO:0098781,GO:0140110,GO:1901360,GO:1901362,GO:1901576,GO:1902494,GO:1902554,GO:1902680,GO:1902911,GO:1903506,GO:1903508,GO:1990234,GO:2000112,GO:2000142,GO:2000144,GO:2001141	3.6.4.12	ko:K03139,ko:K22204	ko03022,map03022	-	-	-	ko00000,ko00001,ko01000,ko02000,ko03021	1.A.46.1	-	-	TFIIF_beta
gene-ASIM_LOCUS15620	6326.BUX.s01337.32	1.88e-97	300.0	2CM7Y@1|root,2QPJV@2759|Eukaryota,38DD1@33154|Opisthokonta,3B9AB@33208|Metazoa,3CX44@33213|Bilateria,40CRX@6231|Nematoda,1KXQJ@119089|Chromadorea	33208|Metazoa	S	Glycosyl hydrolase family 99	MANEA	GO:0000139,GO:0003674,GO:0003824,GO:0004553,GO:0004559,GO:0004569,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005794,GO:0012505,GO:0015923,GO:0016020,GO:0016787,GO:0016798,GO:0031090,GO:0031984,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044431,GO:0044444,GO:0044446,GO:0044464,GO:0098588,GO:0098791	3.2.1.130	ko:K15538	-	-	-	-	ko00000,ko01000	-	GH99	-	Glyco_hydro_99
gene-ASIM_LOCUS15621	6238.CBG09655	2.48e-91	285.0	KOG3946@1|root,KOG3946@2759|Eukaryota,38FQR@33154|Opisthokonta,3BKDA@33208|Metazoa,3CUAP@33213|Bilateria,40CDN@6231|Nematoda,1KUGK@119089|Chromadorea,4102N@6236|Rhabditida	33208|Metazoa	O	Peptidase family M28	QPCT	GO:0001775,GO:0002252,GO:0002263,GO:0002274,GO:0002275,GO:0002283,GO:0002366,GO:0002376,GO:0002443,GO:0002444,GO:0002446,GO:0003674,GO:0003824,GO:0004175,GO:0004222,GO:0005488,GO:0005575,GO:0005576,GO:0005615,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005794,GO:0006464,GO:0006508,GO:0006807,GO:0006810,GO:0006887,GO:0006950,GO:0006952,GO:0006955,GO:0008150,GO:0008152,GO:0008233,GO:0008237,GO:0008270,GO:0009605,GO:0009607,GO:0009617,GO:0009987,GO:0012505,GO:0016192,GO:0016603,GO:0016740,GO:0016746,GO:0016755,GO:0016787,GO:0017186,GO:0018193,GO:0018199,GO:0019538,GO:0030141,GO:0031410,GO:0031974,GO:0031982,GO:0031983,GO:0032940,GO:0034774,GO:0035580,GO:0036211,GO:0036230,GO:0042119,GO:0042581,GO:0042742,GO:0043167,GO:0043169,GO:0043170,GO:0043207,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043299,GO:0043312,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044421,GO:0044422,GO:0044424,GO:0044433,GO:0044444,GO:0044446,GO:0044464,GO:0045055,GO:0045321,GO:0046872,GO:0046903,GO:0046914,GO:0050829,GO:0050896,GO:0051179,GO:0051234,GO:0051704,GO:0051707,GO:0060205,GO:0070011,GO:0070013,GO:0070820,GO:0071704,GO:0097708,GO:0098542,GO:0099503,GO:0101002,GO:0140096,GO:1901564,GO:1904724,GO:1904813	2.3.2.5	ko:K00683,ko:K04580	ko04024,ko04080,map04024,map04080	-	-	-	ko00000,ko00001,ko01000,ko04030	-	-	-	Peptidase_M28
gene-ASIM_LOCUS15624	6238.CBG14829	0.0	1065.0	COG0443@1|root,KOG0100@2759|Eukaryota,38BPF@33154|Opisthokonta,3B99M@33208|Metazoa,3CZ71@33213|Bilateria,40AGJ@6231|Nematoda,1KXJR@119089|Chromadorea,40ZRE@6236|Rhabditida	33208|Metazoa	O	Probably plays a role in facilitating the assembly of multimeric protein complexes inside the ER	HSPA5	GO:0000166,GO:0003674,GO:0003824,GO:0005488,GO:0005509,GO:0005515,GO:0005524,GO:0005575,GO:0005576,GO:0005615,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005739,GO:0005783,GO:0005788,GO:0005789,GO:0005790,GO:0005793,GO:0005886,GO:0006355,GO:0006357,GO:0006457,GO:0006508,GO:0006511,GO:0006807,GO:0006810,GO:0006915,GO:0006950,GO:0006983,GO:0006984,GO:0006986,GO:0007154,GO:0007165,GO:0007275,GO:0007399,GO:0007417,GO:0007420,GO:0008104,GO:0008144,GO:0008150,GO:0008152,GO:0008219,GO:0009056,GO:0009057,GO:0009267,GO:0009314,GO:0009410,GO:0009605,GO:0009607,GO:0009628,GO:0009653,GO:0009719,GO:0009889,GO:0009891,GO:0009892,GO:0009893,GO:0009966,GO:0009968,GO:0009986,GO:0009987,GO:0009991,GO:0010033,GO:0010035,GO:0010038,GO:0010042,GO:0010212,GO:0010243,GO:0010332,GO:0010466,GO:0010468,GO:0010498,GO:0010556,GO:0010557,GO:0010604,GO:0010605,GO:0010608,GO:0010628,GO:0010629,GO:0010646,GO:0010648,GO:0010720,GO:0010941,GO:0010951,GO:0010975,GO:0010976,GO:0012501,GO:0012505,GO:0014070,GO:0014074,GO:0016020,GO:0016021,GO:0016246,GO:0016441,GO:0016458,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017015,GO:0017076,GO:0017111,GO:0019219,GO:0019222,GO:0019538,GO:0019899,GO:0019904,GO:0019941,GO:0021549,GO:0021575,GO:0021577,GO:0021587,GO:0021589,GO:0021680,GO:0021695,GO:0022008,GO:0022037,GO:0023051,GO:0023052,GO:0023057,GO:0030154,GO:0030162,GO:0030163,GO:0030176,GO:0030182,GO:0030334,GO:0030335,GO:0030431,GO:0030433,GO:0030496,GO:0030512,GO:0030554,GO:0030902,GO:0030968,GO:0031047,GO:0031224,GO:0031227,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031328,GO:0031344,GO:0031346,GO:0031396,GO:0031398,GO:0031399,GO:0031401,GO:0031625,GO:0031667,GO:0031668,GO:0031669,GO:0031974,GO:0031984,GO:0032091,GO:0032268,GO:0032269,GO:0032270,GO:0032501,GO:0032502,GO:0032507,GO:0032553,GO:0032555,GO:0032559,GO:0032879,GO:0032991,GO:0033036,GO:0033365,GO:0033554,GO:0034097,GO:0034613,GO:0034620,GO:0034663,GO:0034975,GO:0034976,GO:0035194,GO:0035437,GO:0035639,GO:0035690,GO:0035966,GO:0035967,GO:0036003,GO:0036094,GO:0036335,GO:0036498,GO:0036499,GO:0036500,GO:0036503,GO:0040012,GO:0040017,GO:0040019,GO:0040029,GO:0042149,GO:0042175,GO:0042220,GO:0042221,GO:0042493,GO:0042592,GO:0042594,GO:0042981,GO:0043021,GO:0043022,GO:0043066,GO:0043067,GO:0043069,GO:0043086,GO:0043154,GO:0043161,GO:0043167,GO:0043168,GO:0043169,GO:0043170,GO:0043209,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043279,GO:0043281,GO:0043393,GO:0043496,GO:0043618,GO:0043620,GO:0043632,GO:0044092,GO:0044237,GO:0044238,GO:0044248,GO:0044257,GO:0044260,GO:0044265,GO:0044267,GO:0044389,GO:0044421,GO:0044422,GO:0044424,GO:0044425,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0044877,GO:0045185,GO:0045595,GO:0045597,GO:0045664,GO:0045666,GO:0045861,GO:0045893,GO:0045935,GO:0045944,GO:0045995,GO:0046677,GO:0046683,GO:0046872,GO:0048471,GO:0048513,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048532,GO:0048583,GO:0048585,GO:0048699,GO:0048731,GO:0048856,GO:0048869,GO:0048872,GO:0050767,GO:0050769,GO:0050789,GO:0050790,GO:0050793,GO:0050794,GO:0050896,GO:0051082,GO:0051087,GO:0051094,GO:0051098,GO:0051100,GO:0051128,GO:0051130,GO:0051171,GO:0051172,GO:0051173,GO:0051179,GO:0051234,GO:0051235,GO:0051239,GO:0051240,GO:0051246,GO:0051247,GO:0051248,GO:0051252,GO:0051254,GO:0051270,GO:0051272,GO:0051336,GO:0051346,GO:0051402,GO:0051591,GO:0051592,GO:0051603,GO:0051641,GO:0051651,GO:0051716,GO:0051787,GO:0051960,GO:0051962,GO:0052547,GO:0052548,GO:0060255,GO:0060284,GO:0060322,GO:0060359,GO:0060548,GO:0060904,GO:0065007,GO:0065008,GO:0065009,GO:0070013,GO:0070670,GO:0070727,GO:0070848,GO:0070887,GO:0070972,GO:0070997,GO:0071214,GO:0071216,GO:0071236,GO:0071241,GO:0071248,GO:0071277,GO:0071287,GO:0071310,GO:0071320,GO:0071345,GO:0071353,GO:0071363,GO:0071407,GO:0071417,GO:0071478,GO:0071479,GO:0071480,GO:0071495,GO:0071496,GO:0071704,GO:0071944,GO:0072347,GO:0072595,GO:0080090,GO:0080134,GO:0080135,GO:0090074,GO:0090092,GO:0090101,GO:0090287,GO:0090288,GO:0097159,GO:0097367,GO:0097501,GO:0098827,GO:0104004,GO:0120035,GO:1900101,GO:1900102,GO:1901265,GO:1901363,GO:1901564,GO:1901565,GO:1901575,GO:1901698,GO:1901699,GO:1901700,GO:1901701,GO:1901998,GO:1902074,GO:1902680,GO:1903320,GO:1903322,GO:1903332,GO:1903506,GO:1903508,GO:1903573,GO:1903844,GO:1903845,GO:1903891,GO:1903894,GO:1903895,GO:1903897,GO:1904313,GO:1905897,GO:1990089,GO:1990090,GO:1990440,GO:2000026,GO:2000112,GO:2000116,GO:2000117,GO:2000145,GO:2000147,GO:2001141	-	ko:K09490	ko03060,ko04141,ko04918,ko05020,map03060,map04141,map04918,map05020	-	-	-	ko00000,ko00001,ko03110,ko04131,ko04147	1.A.33	-	-	HSP70
gene-ASIM_LOCUS15638	6238.CBG18334	1.49e-67	219.0	COG1028@1|root,KOG1200@2759|Eukaryota,39S00@33154|Opisthokonta,3BGVB@33208|Metazoa,3CXFR@33213|Bilateria,40G9Z@6231|Nematoda,1KZ8N@119089|Chromadorea,40TWG@6236|Rhabditida	33208|Metazoa	Q	Enoyl-(Acyl carrier protein) reductase	HSD17B8	GO:0000166,GO:0003674,GO:0003824,GO:0003857,GO:0004303,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005740,GO:0005759,GO:0005886,GO:0006082,GO:0006629,GO:0006631,GO:0006633,GO:0006694,GO:0006703,GO:0008150,GO:0008152,GO:0008202,GO:0008209,GO:0008210,GO:0008610,GO:0009058,GO:0009987,GO:0010817,GO:0016020,GO:0016043,GO:0016053,GO:0016229,GO:0016491,GO:0016614,GO:0016616,GO:0019752,GO:0022607,GO:0031967,GO:0031974,GO:0031975,GO:0032787,GO:0033764,GO:0034754,GO:0036094,GO:0042445,GO:0042446,GO:0043167,GO:0043168,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043436,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0044283,GO:0044422,GO:0044424,GO:0044429,GO:0044444,GO:0044446,GO:0044464,GO:0046394,GO:0047025,GO:0047035,GO:0048037,GO:0050662,GO:0051259,GO:0051262,GO:0051287,GO:0051290,GO:0051291,GO:0055114,GO:0065003,GO:0065007,GO:0065008,GO:0070013,GO:0070404,GO:0071704,GO:0071840,GO:0071944,GO:0072330,GO:0097159,GO:1901265,GO:1901360,GO:1901362,GO:1901363,GO:1901576	1.1.1.239,1.1.1.304,1.1.1.62,1.1.1.76	ko:K03366,ko:K13370	ko00140,ko00650,ko01100,map00140,map00650,map01100	-	R01836,R02352,R02353,R02855,R02946,R03707,R04681,R04682,R08945,R08980,R09078,R10505	RC00127,RC00205,RC00261,RC00525	ko00000,ko00001,ko01000	-	-	-	adh_short,adh_short_C2
gene-ASIM_LOCUS15640	7209.EFO26256.2	9e-67	213.0	COG2163@1|root,KOG1694@2759|Eukaryota,39HUD@33154|Opisthokonta,3BGDM@33208|Metazoa,3D11N@33213|Bilateria,40DVX@6231|Nematoda,1KW1K@119089|Chromadorea	33208|Metazoa	J	60S ribosomal protein L6	RPL6	GO:0000027,GO:0000049,GO:0000184,GO:0000956,GO:0002181,GO:0003674,GO:0003676,GO:0003677,GO:0003723,GO:0003729,GO:0003735,GO:0005198,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005730,GO:0005737,GO:0005783,GO:0005789,GO:0005791,GO:0005829,GO:0005840,GO:0005844,GO:0006139,GO:0006355,GO:0006401,GO:0006402,GO:0006412,GO:0006413,GO:0006518,GO:0006605,GO:0006612,GO:0006613,GO:0006614,GO:0006725,GO:0006807,GO:0006810,GO:0006886,GO:0006996,GO:0007275,GO:0007568,GO:0008104,GO:0008150,GO:0008152,GO:0008340,GO:0009056,GO:0009057,GO:0009058,GO:0009059,GO:0009889,GO:0009892,GO:0009987,GO:0010259,GO:0010467,GO:0010468,GO:0010556,GO:0010605,GO:0010629,GO:0012505,GO:0015031,GO:0015833,GO:0015934,GO:0016020,GO:0016043,GO:0016070,GO:0016071,GO:0019219,GO:0019222,GO:0019439,GO:0019538,GO:0019843,GO:0022607,GO:0022613,GO:0022618,GO:0022625,GO:0022626,GO:0030016,GO:0030017,GO:0030867,GO:0031090,GO:0031323,GO:0031326,GO:0031672,GO:0031974,GO:0031981,GO:0031984,GO:0032501,GO:0032502,GO:0032991,GO:0033036,GO:0033365,GO:0034613,GO:0034622,GO:0034641,GO:0034645,GO:0034655,GO:0035770,GO:0036464,GO:0042175,GO:0042254,GO:0042255,GO:0042273,GO:0042788,GO:0042886,GO:0043043,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043292,GO:0043603,GO:0043604,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044260,GO:0044265,GO:0044267,GO:0044270,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044425,GO:0044428,GO:0044432,GO:0044444,GO:0044445,GO:0044446,GO:0044449,GO:0044464,GO:0045047,GO:0045184,GO:0046483,GO:0046700,GO:0046907,GO:0048519,GO:0048856,GO:0050789,GO:0050794,GO:0051171,GO:0051179,GO:0051234,GO:0051252,GO:0051641,GO:0051649,GO:0060255,GO:0065003,GO:0065007,GO:0070013,GO:0070727,GO:0070925,GO:0070972,GO:0071702,GO:0071704,GO:0071705,GO:0071826,GO:0071840,GO:0072594,GO:0072599,GO:0072657,GO:0080090,GO:0090150,GO:0090304,GO:0097159,GO:0098552,GO:0098554,GO:0098556,GO:0098562,GO:0098588,GO:0098827,GO:0099080,GO:0099081,GO:0099512,GO:1901360,GO:1901361,GO:1901363,GO:1901564,GO:1901566,GO:1901575,GO:1901576,GO:1903506,GO:1990904,GO:1990932,GO:2000112,GO:2001141	-	ko:K02934	ko03010,map03010	M00177	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L6e,Ribosomal_L6e_N
gene-ASIM_LOCUS15641	6239.C14B9.2	1.14e-258	731.0	COG0526@1|root,KOG0190@2759|Eukaryota,38GTB@33154|Opisthokonta,3BDMQ@33208|Metazoa,3CXFK@33213|Bilateria,40C56@6231|Nematoda,1KV96@119089|Chromadorea,40S8W@6236|Rhabditida	33208|Metazoa	O	Calsequestrin	PDIA4	GO:0002790,GO:0003674,GO:0003756,GO:0003824,GO:0005575,GO:0005576,GO:0005615,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005788,GO:0005790,GO:0006457,GO:0006810,GO:0006950,GO:0008104,GO:0008150,GO:0008152,GO:0009306,GO:0009986,GO:0009987,GO:0012505,GO:0015031,GO:0015036,GO:0015037,GO:0015833,GO:0016491,GO:0016667,GO:0016853,GO:0016860,GO:0016864,GO:0031974,GO:0032940,GO:0032991,GO:0033036,GO:0033554,GO:0034663,GO:0034976,GO:0042886,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0044421,GO:0044422,GO:0044424,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0045184,GO:0046903,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0050896,GO:0051179,GO:0051234,GO:0051716,GO:0055114,GO:0061077,GO:0065007,GO:0070013,GO:0071702,GO:0071705,GO:0140096,GO:1903332,GO:1903334	5.3.4.1	ko:K09582	ko04141,ko04918,ko05110,map04141,map04918,map05110	-	-	-	ko00000,ko00001,ko01000,ko03110,ko04131	-	-	-	Thioredoxin,Thioredoxin_6
gene-ASIM_LOCUS15643	7209.EFO20694.2	1.49e-266	764.0	KOG1934@1|root,KOG1934@2759|Eukaryota,39S9D@33154|Opisthokonta,3BGWP@33208|Metazoa,3D5U3@33213|Bilateria,40AU5@6231|Nematoda,1KTQN@119089|Chromadorea	33208|Metazoa	S	molting cycle, collagen and cuticulin-based cuticle	ptr-11	GO:0008150,GO:0018996,GO:0032501,GO:0042303	-	-	-	-	-	-	-	-	-	-	Patched
gene-ASIM_LOCUS15650	32264.tetur03g02430.1	2.25e-49	171.0	KOG2458@1|root,KOG2458@2759|Eukaryota,38BEI@33154|Opisthokonta,3BA7Y@33208|Metazoa,3CX6A@33213|Bilateria,41TMW@6656|Arthropoda	33208|Metazoa	S	UDP-xylosyltransferase activity	POGLUT1	GO:0001654,GO:0001745,GO:0001751,GO:0001754,GO:0001756,GO:0003002,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005788,GO:0006464,GO:0006486,GO:0006493,GO:0006629,GO:0006643,GO:0006664,GO:0006807,GO:0006996,GO:0007030,GO:0007154,GO:0007165,GO:0007166,GO:0007219,GO:0007275,GO:0007389,GO:0007399,GO:0007423,GO:0007498,GO:0008150,GO:0008152,GO:0008194,GO:0008593,GO:0009058,GO:0009059,GO:0009100,GO:0009101,GO:0009653,GO:0009790,GO:0009792,GO:0009887,GO:0009888,GO:0009952,GO:0009966,GO:0009967,GO:0009968,GO:0009987,GO:0010256,GO:0010470,GO:0010646,GO:0010647,GO:0010648,GO:0012505,GO:0016043,GO:0016740,GO:0016757,GO:0016758,GO:0016763,GO:0018193,GO:0018209,GO:0018242,GO:0019538,GO:0022008,GO:0022603,GO:0023051,GO:0023052,GO:0023056,GO:0023057,GO:0030154,GO:0030182,GO:0031974,GO:0032501,GO:0032502,GO:0033577,GO:0034645,GO:0035251,GO:0035252,GO:0035282,GO:0036211,GO:0042051,GO:0042052,GO:0042285,GO:0042461,GO:0042462,GO:0043009,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043412,GO:0043413,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044260,GO:0044267,GO:0044422,GO:0044424,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0045746,GO:0045747,GO:0045995,GO:0046527,GO:0046530,GO:0048318,GO:0048339,GO:0048468,GO:0048513,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048583,GO:0048584,GO:0048585,GO:0048592,GO:0048646,GO:0048666,GO:0048699,GO:0048731,GO:0048749,GO:0048856,GO:0048869,GO:0050789,GO:0050793,GO:0050794,GO:0050896,GO:0051239,GO:0051302,GO:0051716,GO:0060429,GO:0060485,GO:0060537,GO:0061053,GO:0065007,GO:0070013,GO:0070085,GO:0071704,GO:0071840,GO:0072358,GO:0072359,GO:0090596,GO:1901135,GO:1901137,GO:1901564,GO:1901566,GO:1901576,GO:1903509,GO:2000026,GO:2000035	-	ko:K13667	ko00514,map00514	-	R09315	-	ko00000,ko00001,ko01000,ko01003	-	GT90	-	Glyco_transf_90
gene-ASIM_LOCUS15653	7209.EFO21566.1	2.93e-170	500.0	KOG2504@1|root,KOG2504@2759|Eukaryota,38D7W@33154|Opisthokonta,3BAF9@33208|Metazoa,3D0PE@33213|Bilateria,40FTA@6231|Nematoda,1KXJ4@119089|Chromadorea	33208|Metazoa	G	transmembrane transport	Mct1	GO:0003674,GO:0005215,GO:0005342,GO:0005575,GO:0006810,GO:0006811,GO:0006820,GO:0008028,GO:0008150,GO:0008509,GO:0008514,GO:0015075,GO:0015318,GO:0015711,GO:0015718,GO:0015849,GO:0016020,GO:0016021,GO:0022857,GO:0031224,GO:0034220,GO:0044425,GO:0046942,GO:0046943,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0098656,GO:1903825,GO:1905039	-	ko:K08187	ko04919,ko04974,map04919,map04974	-	-	-	ko00000,ko00001,ko02000	2.A.1.13	-	-	MFS_1
gene-ASIM_LOCUS15654	6238.CBG10000	7.53e-95	285.0	COG0636@1|root,KOG0232@2759|Eukaryota,39ZUF@33154|Opisthokonta,3BPD3@33208|Metazoa,3D68H@33213|Bilateria,40CWU@6231|Nematoda,1KVG3@119089|Chromadorea,40XH0@6236|Rhabditida	33208|Metazoa	C	Proton-conducting pore forming subunit of the membrane integral V0 complex of vacuolar ATPase. V-ATPase is responsible for acidifying a variety of intracellular compartments in eukaryotic cells	-	GO:0000220,GO:0003674,GO:0003824,GO:0005215,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005773,GO:0005774,GO:0006810,GO:0006811,GO:0006812,GO:0006873,GO:0006885,GO:0006996,GO:0007033,GO:0007035,GO:0007040,GO:0007042,GO:0008150,GO:0008324,GO:0009987,GO:0010939,GO:0010940,GO:0010941,GO:0010942,GO:0015075,GO:0015077,GO:0015078,GO:0015318,GO:0015399,GO:0015405,GO:0015672,GO:0015988,GO:0015991,GO:0016020,GO:0016021,GO:0016043,GO:0016462,GO:0016469,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0019725,GO:0019829,GO:0022804,GO:0022853,GO:0022857,GO:0022890,GO:0030003,GO:0030004,GO:0030641,GO:0031090,GO:0031224,GO:0032991,GO:0033176,GO:0033177,GO:0033179,GO:0034220,GO:0035751,GO:0036442,GO:0042592,GO:0042623,GO:0042625,GO:0042626,GO:0043067,GO:0043068,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043492,GO:0044422,GO:0044424,GO:0044425,GO:0044437,GO:0044444,GO:0044446,GO:0044464,GO:0044769,GO:0045851,GO:0046961,GO:0048518,GO:0048522,GO:0048878,GO:0050789,GO:0050794,GO:0050801,GO:0051179,GO:0051234,GO:0051452,GO:0051453,GO:0055067,GO:0055080,GO:0055082,GO:0055085,GO:0065007,GO:0065008,GO:0071840,GO:0080171,GO:0090662,GO:0098588,GO:0098655,GO:0098660,GO:0098662,GO:0098771,GO:0098796,GO:0098805,GO:0099131,GO:0099132,GO:1902600	-	ko:K02155	ko00190,ko01100,ko04142,ko04145,ko04721,ko04966,ko05110,ko05120,ko05152,ko05323,map00190,map01100,map04142,map04145,map04721,map04966,map05110,map05120,map05152,map05323	M00160	-	-	ko00000,ko00001,ko00002	3.A.2.2	-	-	ATP-synt_C
gene-ASIM_LOCUS15670	7209.EJD75489.1	1.68e-215	637.0	2E10B@1|root,2S8D6@2759|Eukaryota,3A95F@33154|Opisthokonta,3BUI3@33208|Metazoa,3DBT3@33213|Bilateria,40EJ1@6231|Nematoda,1KWUA@119089|Chromadorea	33208|Metazoa	S	protein ubiquitination	-	-	-	ko:K03352	ko04110,ko04111,ko04113,ko04114,ko04120,ko04657,ko04914,ko05166,map04110,map04111,map04113,map04114,map04120,map04657,map04914,map05166	M00389	-	-	ko00000,ko00001,ko00002,ko03036,ko04121	-	-	-	ANAPC5
