	transcript	row	log2FoldChange	padj	protein_accession	sequence_identity	alignment_length	evalue	database	gene	locus_name	sequence_description	sequence_length	organism	protein_product
5190					XP_040178914.1	84.4	122	3.86e-64	Nr			XP_040178914.1 myosin-4-like [Rana temporaria]	1936	Rana temporaria	myosin-4-like
5191					KAJ1095600.1	86.9	122	3.86e-64	Nr			KAJ1095600.1 hypothetical protein NDU88_000759 [Pleurodeles waltl]	1936	Pleurodeles waltl	hypothetical protein NDU88_000759
5192					KAJ1095593.1	94.8	116	3.93e-64	Nr			KAJ1095593.1 hypothetical protein NDU88_000752 [Pleurodeles waltl]	1887	Pleurodeles waltl	hypothetical protein NDU88_000752
5193					A0A401T9Q9	77.0	122	4.6e-64	TrEMBL	chiPu_0023222	A0A401T9Q9_CHIPU	tr|A0A401T9Q9|A0A401T9Q9_CHIPU Myosin motor domain-containing protein (Fragment) OS=Chiloscyllium punctatum OX=137246 GN=chiPu_0023222 PE=3 SV=1	192	Chiloscyllium punctatum	Myosin motor domain-containing protein (Fragment)
5194					XP_040178913.1	84.4	122	5.26e-64	Nr			XP_040178913.1 myosin-4-like [Rana temporaria]	1937	Rana temporaria	myosin-4-like
5195					PIO32907.1	84.4	122	5.26e-64	Nr			PIO32907.1 hypothetical protein AB205_0169300 [Lithobates catesbeianus]	1943	Lithobates catesbeianus	hypothetical protein AB205_0169300
5196					Q07G78	83.6	122	5.77e-64	TrEMBL	TTpA006f12.1-001	Q07G78_XENTR	tr|Q07G78|Q07G78_XENTR Novel myosin heavy chain family protein (Fragment) OS=Xenopus tropicalis OX=8364 GN=TTpA006f12.1-001 PE=2 SV=1	802	Xenopus tropicalis	Novel myosin heavy chain family protein (Fragment)
5197					XP_053329888.1	84.4	122	7.17e-64	Nr			XP_053329888.1 myosin-4-like [Spea bombifrons]	1936	Spea bombifrons	myosin-4-like
5198					XP_053329889.1	84.4	122	7.17e-64	Nr			XP_053329889.1 myosin-4-like [Spea bombifrons]	1936	Spea bombifrons	myosin-4-like
5199					A0A1L8F5H2	84.4	122	9.650000000000001e-64	TrEMBL	LOC108698090	A0A1L8F5H2_XENLA	tr|A0A1L8F5H2|A0A1L8F5H2_XENLA myosin-4 OS=Xenopus laevis OX=8355 GN=LOC108698090 PE=3 SV=1	1938	Xenopus laevis	myosin-4
5200					XP_044162443.1	85.2	122	9.71e-64	Nr			XP_044162443.1 myosin-4-like [Bufo gargarizans]	1592	Bufo gargarizans	myosin-4-like
5201					GCC39381.1	77.0	122	1.18e-63	Nr			GCC39381.1 hypothetical protein [Chiloscyllium punctatum]	192	Chiloscyllium punctatum	hypothetical protein
5202					Q7SY81	85.1	121	1.37e-63	TrEMBL		Q7SY81_XENLA	tr|Q7SY81|Q7SY81_XENLA Myosin-3 (Fragment) OS=Xenopus laevis OX=8355 PE=2 SV=1	1034	Xenopus laevis	Myosin-3 (Fragment)
5203					CAL49380.1	83.6	122	1.48e-63	Nr			CAL49380.1 novel myosin heavy chain family protein, partial [Xenopus tropicalis]	802	Xenopus tropicalis	novel myosin heavy chain family protein, partial
5204					A0A8J1LHP2	85.1	121	1.79e-63	TrEMBL	LOC108698976	A0A8J1LHP2_XENLA	tr|A0A8J1LHP2|A0A8J1LHP2_XENLA myosin-4 OS=Xenopus laevis OX=8355 GN=LOC108698976 PE=3 SV=1	1936	Xenopus laevis	myosin-4
5205					XP_040298743.1	85.2	122	1.82e-63	Nr			XP_040298743.1 myosin-4-like [Bufo bufo]	1938	Bufo bufo	myosin-4-like
5206					A0A8J1LK22	85.1	121	2.45e-63	TrEMBL	myh4.L	A0A8J1LK22_XENLA	tr|A0A8J1LK22|A0A8J1LK22_XENLA myosin-4 OS=Xenopus laevis OX=8355 GN=myh4.L PE=3 SV=1	1937	Xenopus laevis	myosin-4
5207					XP_018084804.1	84.4	122	2.48e-63	Nr			XP_018084804.1 myosin-4 [Xenopus laevis]	1938	Xenopus laevis	myosin-4
5208					XP_044161130.1	82.8	122	3.38e-63	Nr			XP_044161130.1 myosin-4-like [Bufo gargarizans]	1938	Bufo gargarizans	myosin-4-like
5209					AAH54974.1	85.1	121	3.51e-63	Nr			AAH54974.1 Unknown (protein for IMAGE:6881110), partial [Xenopus laevis]	1034	Xenopus laevis	Unknown (protein for IMAGE:6881110), partial
5210					B1WBA3	84.3	121	4.29e-63	TrEMBL		B1WBA3_XENLA	tr|B1WBA3|B1WBA3_XENLA Myosin-3 (Fragment) OS=Xenopus laevis OX=8355 PE=2 SV=1	1084	Xenopus laevis	Myosin-3 (Fragment)
5211					XP_018408821.1	83.6	122	4.61e-63	Nr			XP_018408821.1 PREDICTED: myosin-4-like isoform X2 [Nanorana parkeri]	1930	Nanorana parkeri	PREDICTED: myosin-4-like isoform X2
5212					XP_018408820.1	83.6	122	4.61e-63	Nr			XP_018408820.1 PREDICTED: myosin-4-like isoform X1 [Nanorana parkeri]	1931	Nanorana parkeri	PREDICTED: myosin-4-like isoform X1
5213					Q8AVN7	84.3	121	5.28e-63	TrEMBL	MYH4	Q8AVN7_XENLA	tr|Q8AVN7|Q8AVN7_XENLA MYH4 protein (Fragment) OS=Xenopus laevis OX=8355 GN=MYH4 PE=2 SV=1	1170	Xenopus laevis	MYH4 protein (Fragment)
5214					A1L103	84.3	121	5.87e-63	TrEMBL		A1L103_XENLA	tr|A1L103|A1L103_XENLA Myosin-3 (Fragment) OS=Xenopus laevis OX=8355 PE=2 SV=1	1083	Xenopus laevis	Myosin-3 (Fragment)
5215					A0A6I8R3M0	83.6	122	6.19e-63	TrEMBL	myh8	A0A6I8R3M0_XENTR	tr|A0A6I8R3M0|A0A6I8R3M0_XENTR Myosin, heavy chain 8, skeletal muscle, perinatal OS=Xenopus tropicalis OX=8364 GN=myh8 PE=3 SV=2	1845	Xenopus tropicalis	Myosin, heavy chain 8, skeletal muscle, perinatal
5216					A0A6I8SWU8	83.6	122	6.2e-63	TrEMBL	myh8	A0A6I8SWU8_XENTR	tr|A0A6I8SWU8|A0A6I8SWU8_XENTR Myosin, heavy chain 8, skeletal muscle, perinatal OS=Xenopus tropicalis OX=8364 GN=myh8 PE=3 SV=1	1935	Xenopus tropicalis	Myosin, heavy chain 8, skeletal muscle, perinatal
5217					A0A8J1LI79	84.3	121	6.2e-63	TrEMBL	LOC108698977	A0A8J1LI79_XENLA	tr|A0A8J1LI79|A0A8J1LI79_XENLA myosin-1B OS=Xenopus laevis OX=8355 GN=LOC108698977 PE=3 SV=1	1936	Xenopus laevis	myosin-1B
5218					A0A8J0TM50	84.3	121	6.2e-63	TrEMBL	LOC108698887	A0A8J0TM50_XENLA	tr|A0A8J0TM50|A0A8J0TM50_XENLA myosin-4 OS=Xenopus laevis OX=8355 GN=LOC108698887 PE=3 SV=1	1937	Xenopus laevis	myosin-4
5219					A0A8J0TCK0	84.3	121	6.2e-63	TrEMBL	myh8.L	A0A8J0TCK0_XENLA	tr|A0A8J0TCK0|A0A8J0TCK0_XENLA myosin-4 OS=Xenopus laevis OX=8355 GN=myh8.L PE=3 SV=1	1938	Xenopus laevis	myosin-4
5220					A0A444UL12	74.6	122	9.74e-63	TrEMBL	EOD39_3852	A0A444UL12_ACIRT	tr|A0A444UL12|A0A444UL12_ACIRT Myosin-2 OS=Acipenser ruthenus OX=7906 GN=EOD39_3852 PE=3 SV=1	178	Acipenser ruthenus	Myosin-2
5221					A0A4W3GIN3	76.2	122	1.07e-62	TrEMBL		A0A4W3GIN3_CALMI	tr|A0A4W3GIN3|A0A4W3GIN3_CALMI Myosin-13 OS=Callorhinchus milii OX=7868 PE=3 SV=1	170	Callorhinchus milii	Myosin-13
5222					A0A1L8F427	82.8	122	1.15e-62	TrEMBL	LOC108700302	A0A1L8F427_XENLA	tr|A0A1L8F427|A0A1L8F427_XENLA myosin-4 OS=Xenopus laevis OX=8355 GN=LOC108700302 PE=3 SV=1	1938	Xenopus laevis	myosin-4
5223					Q6NX33	82.8	122	1.57e-62	TrEMBL	myh4	Q6NX33_XENTR	tr|Q6NX33|Q6NX33_XENTR Myosin heavy chain OS=Xenopus tropicalis OX=8364 GN=myh4 PE=2 SV=1	1935	Xenopus tropicalis	Myosin heavy chain
5224					A0A822CWZ0	81.9	116	1.7199999999999999e-60	TrEMBL	RIMITATOR_LOCUS7981967	A0A822CWZ0_9NEOB	tr|A0A822CWZ0|A0A822CWZ0_9NEOB (mimic poison frog) hypothetical protein OS=Ranitomeya imitator OX=111125 GN=RIMITATOR_LOCUS7981967 PE=3 SV=1	275	Ranitomeya imitator	(mimic poison frog) hypothetical protein
5225					XP_018408819.1	86.7	113	7.03e-59	Nr			XP_018408819.1 PREDICTED: myosin-4-like isoform X2 [Nanorana parkeri]	1935	Nanorana parkeri	PREDICTED: myosin-4-like isoform X2
5226					XP_018408818.1	86.7	113	7.03e-59	Nr			XP_018408818.1 PREDICTED: myosin-4-like isoform X1 [Nanorana parkeri]	1937	Nanorana parkeri	PREDICTED: myosin-4-like isoform X1
5227					A0A8T2JZV6	82.8	116	7.550000000000001e-59	TrEMBL	GDO86_015149	A0A8T2JZV6_9PIPI	tr|A0A8T2JZV6|A0A8T2JZV6_9PIPI Myosin-3 (Fragment) OS=Hymenochirus boettgeri OX=247094 GN=GDO86_015149 PE=3 SV=1	507	Hymenochirus boettgeri	Myosin-3 (Fragment)
5228					A0A8T2ISS9	82.8	116	8.9e-59	TrEMBL	GDO86_007190	A0A8T2ISS9_9PIPI	tr|A0A8T2ISS9|A0A8T2ISS9_9PIPI Myosin-3 OS=Hymenochirus boettgeri OX=247094 GN=GDO86_007190 PE=3 SV=1	515	Hymenochirus boettgeri	Myosin-3
5229					KAG8447921.1	82.8	116	1.94e-58	Nr			KAG8447921.1 hypothetical protein GDO86_015149, partial [Hymenochirus boettgeri]	507	Hymenochirus boettgeri	hypothetical protein GDO86_015149, partial
5230					KAG8435999.1	82.8	116	2.2900000000000003e-58	Nr			KAG8435999.1 hypothetical protein GDO86_007190 [Hymenochirus boettgeri]	515	Hymenochirus boettgeri	hypothetical protein GDO86_007190
5231					OCT68528.1	82.3	113	2.86e-58	Nr			OCT68528.1 hypothetical protein XELAEV_180398312mg, partial [Xenopus laevis]	403	Xenopus laevis	hypothetical protein XELAEV_180398312mg, partial
5232					XP_040178916.1	86.8	114	3.32e-58	Nr			XP_040178916.1 myosin-4-like [Rana temporaria]	1936	Rana temporaria	myosin-4-like
5233					XP_040178914.1	86.8	114	3.32e-58	Nr			XP_040178914.1 myosin-4-like [Rana temporaria]	1936	Rana temporaria	myosin-4-like
5234					A0A822CVS4	81.4	113	4.01e-58	TrEMBL	RIMITATOR_LOCUS7981962	A0A822CVS4_9NEOB	tr|A0A822CVS4|A0A822CVS4_9NEOB (mimic poison frog) hypothetical protein OS=Ranitomeya imitator OX=111125 GN=RIMITATOR_LOCUS7981962 PE=3 SV=1	473	Ranitomeya imitator	(mimic poison frog) hypothetical protein
5235					Q8MJV1	76.2	122	5.5e-58	Swiss-Prot	MYH2	MYH2_HORSE	sp|Q8MJV1|MYH2_HORSE Myosin-2 OS=Equus caballus OX=9796 GN=MYH2 PE=2 SV=1	1937	Equus caballus	Myosin-2
5236					Q9UKX2	76.2	122	7.490000000000001e-58	Swiss-Prot	MYH2	MYH2_HUMAN	sp|Q9UKX2|MYH2_HUMAN Myosin-2 OS=Homo sapiens OX=9606 GN=MYH2 PE=1 SV=1	1941	Homo sapiens	Myosin-2
5237					Q5SX40	75.4	122	1.9000000000000002e-57	Swiss-Prot	Myh1	MYH1_MOUSE	sp|Q5SX40|MYH1_MOUSE Myosin-1 OS=Mus musculus OX=10090 GN=Myh1 PE=1 SV=1	1942	Mus musculus	Myosin-1
5238					Q076A6	74.6	122	2.5900000000000003e-57	Swiss-Prot	MYH1	MYH1_CANLF	sp|Q076A6|MYH1_CANLF Myosin-1 OS=Canis lupus familiaris OX=9615 GN=MYH1 PE=3 SV=2	1939	Canis lupus familiaris	Myosin-1
5239					Q076A7	74.6	122	2.5900000000000003e-57	Swiss-Prot	MYH2	MYH2_CANLF	sp|Q076A7|MYH2_CANLF Myosin-2 OS=Canis lupus familiaris OX=9615 GN=MYH2 PE=3 SV=1	1940	Canis lupus familiaris	Myosin-2
5240					A0A1L8F5H2	85.8	113	5.34e-57	TrEMBL	LOC108698090	A0A1L8F5H2_XENLA	tr|A0A1L8F5H2|A0A1L8F5H2_XENLA myosin-4 OS=Xenopus laevis OX=8355 GN=LOC108698090 PE=3 SV=1	1938	Xenopus laevis	myosin-4
5241					P12882	74.6	122	6.57e-57	Swiss-Prot	MYH1	MYH1_HUMAN	sp|P12882|MYH1_HUMAN Myosin-1 OS=Homo sapiens OX=9606 GN=MYH1 PE=1 SV=3	1939	Homo sapiens	Myosin-1
5242					Q9TV63	74.6	122	8.96e-57	Swiss-Prot	MYH2	MYH2_PIG	sp|Q9TV63|MYH2_PIG Myosin-2 OS=Sus scrofa OX=9823 GN=MYH2 PE=2 SV=1	1939	Sus scrofa	Myosin-2
5243					Q5XGB3	81.4	113	1.2e-56	TrEMBL	myh1-prov	Q5XGB3_XENTR	tr|Q5XGB3|Q5XGB3_XENTR Myh1-prov protein (Fragment) OS=Xenopus tropicalis OX=8364 GN=myh1-prov PE=2 SV=1	505	Xenopus tropicalis	Myh1-prov protein (Fragment)
5244					Q28641	73.8	122	1.2200000000000002e-56	Swiss-Prot	MYH4	MYH4_RABIT	sp|Q28641|MYH4_RABIT Myosin-4 OS=Oryctolagus cuniculus OX=9986 GN=MYH4 PE=1 SV=2	1938	Oryctolagus cuniculus	Myosin-4
5245					Q9BE41	73.8	122	1.2200000000000002e-56	Swiss-Prot	MYH2	MYH2_BOVIN	sp|Q9BE41|MYH2_BOVIN Myosin-2 OS=Bos taurus OX=9913 GN=MYH2 PE=2 SV=1	1940	Bos taurus	Myosin-2
5246					XP_053329888.1	82.8	116	1.3700000000000002e-56	Nr			XP_053329888.1 myosin-4-like [Spea bombifrons]	1936	Spea bombifrons	myosin-4-like
5247					XP_053329889.1	82.8	116	1.3700000000000002e-56	Nr			XP_053329889.1 myosin-4-like [Spea bombifrons]	1936	Spea bombifrons	myosin-4-like
5248					XP_018084804.1	85.8	113	1.3700000000000002e-56	Nr			XP_018084804.1 myosin-4 [Xenopus laevis]	1938	Xenopus laevis	myosin-4
5249					A0A822HRW6	84.1	113	1.9300000000000001e-56	TrEMBL	RIMITATOR_LOCUS12667127	A0A822HRW6_9NEOB	tr|A0A822HRW6|A0A822HRW6_9NEOB (mimic poison frog) hypothetical protein OS=Ranitomeya imitator OX=111125 GN=RIMITATOR_LOCUS12667127 PE=3 SV=1	874	Ranitomeya imitator	(mimic poison frog) hypothetical protein
5250					Q9TV62	73.0	122	2.27e-56	Swiss-Prot	MYH4	MYH4_PIG	sp|Q9TV62|MYH4_PIG Myosin-4 OS=Sus scrofa OX=9823 GN=MYH4 PE=2 SV=1	1937	Sus scrofa	Myosin-4
5251					Q9TV61	73.0	122	2.27e-56	Swiss-Prot	MYH1	MYH1_PIG	sp|Q9TV61|MYH1_PIG Myosin-1 OS=Sus scrofa OX=9823 GN=MYH1 PE=2 SV=1	1939	Sus scrofa	Myosin-1
5252					XP_018408821.1	85.0	113	2.55e-56	Nr			XP_018408821.1 PREDICTED: myosin-4-like isoform X2 [Nanorana parkeri]	1930	Nanorana parkeri	PREDICTED: myosin-4-like isoform X2
5253					XP_018408820.1	85.0	113	2.55e-56	Nr			XP_018408820.1 PREDICTED: myosin-4-like isoform X1 [Nanorana parkeri]	1931	Nanorana parkeri	PREDICTED: myosin-4-like isoform X1
5254					XP_018408822.1	85.0	113	2.55e-56	Nr			XP_018408822.1 PREDICTED: myosin-4-like isoform X3 [Nanorana parkeri]	1936	Nanorana parkeri	PREDICTED: myosin-4-like isoform X3
5255					AAH84529.1	81.4	113	3.0900000000000002e-56	Nr			AAH84529.1 myh1-prov protein, partial [Xenopus tropicalis]	505	Xenopus tropicalis	myh1-prov protein, partial
5256					XP_044162442.1	85.8	113	4.74e-56	Nr			XP_044162442.1 myosin-4-like [Bufo gargarizans]	1938	Bufo gargarizans	myosin-4-like
5257					Q9BE40	73.0	122	5.76e-56	Swiss-Prot	MYH1	MYH1_BOVIN	sp|Q9BE40|MYH1_BOVIN Myosin-1 OS=Bos taurus OX=9913 GN=MYH1 PE=2 SV=2	1938	Bos taurus	Myosin-1
5258					A0A2G9RYE7	84.1	113	6.38e-56	TrEMBL	AB205_0169300	A0A2G9RYE7_LITCT	tr|A0A2G9RYE7|A0A2G9RYE7_LITCT Myosin-3 OS=Lithobates catesbeianus OX=8400 GN=AB205_0169300 PE=3 SV=1	1943	Lithobates catesbeianus	Myosin-3
5259					XP_044162443.1	85.8	113	6.43e-56	Nr			XP_044162443.1 myosin-4-like [Bufo gargarizans]	1592	Bufo gargarizans	myosin-4-like
5260					XP_040298744.1	85.8	113	6.43e-56	Nr			XP_040298744.1 myosin-4-like [Bufo bufo]	1594	Bufo bufo	myosin-4-like
5261					XP_040298743.1	85.8	113	6.47e-56	Nr			XP_040298743.1 myosin-4-like [Bufo bufo]	1938	Bufo bufo	myosin-4-like
5262					Q8MJV0	73.0	122	7.850000000000001e-56	Swiss-Prot	MYH1	MYH1_HORSE	sp|Q8MJV0|MYH1_HORSE Myosin-1 OS=Equus caballus OX=9796 GN=MYH1 PE=2 SV=1	1938	Equus caballus	Myosin-1
5263					Q076A5	73.0	122	1.0699999999999999e-55	Swiss-Prot	MYH4	MYH4_CANLF	sp|Q076A5|MYH4_CANLF Myosin-4 OS=Canis lupus familiaris OX=9615 GN=MYH4 PE=3 SV=1	1939	Canis lupus familiaris	Myosin-4
5264					XP_040178913.1	84.1	113	1.2e-55	Nr			XP_040178913.1 myosin-4-like [Rana temporaria]	1937	Rana temporaria	myosin-4-like
5265					PIO32907.1	84.1	113	1.64e-55	Nr			PIO32907.1 hypothetical protein AB205_0169300 [Lithobates catesbeianus]	1943	Lithobates catesbeianus	hypothetical protein AB205_0169300
5266					Q5SX39	73.0	122	1.99e-55	Swiss-Prot	Myh4	MYH4_MOUSE	sp|Q5SX39|MYH4_MOUSE Myosin-4 OS=Mus musculus OX=10090 GN=Myh4 PE=1 SV=1	1939	Mus musculus	Myosin-4
5267					A0A8J1LHP2	82.3	113	3.0099999999999997e-55	TrEMBL	LOC108698976	A0A8J1LHP2_XENLA	tr|A0A8J1LHP2|A0A8J1LHP2_XENLA myosin-4 OS=Xenopus laevis OX=8355 GN=LOC108698976 PE=3 SV=1	1936	Xenopus laevis	myosin-4
5268					Q7SY81	82.3	113	3.39e-55	TrEMBL		Q7SY81_XENLA	tr|Q7SY81|Q7SY81_XENLA Myosin-3 (Fragment) OS=Xenopus laevis OX=8355 PE=2 SV=1	1034	Xenopus laevis	Myosin-3 (Fragment)
5269					A0A8J1LK22	82.3	113	4.11e-55	TrEMBL	myh4.L	A0A8J1LK22_XENLA	tr|A0A8J1LK22|A0A8J1LK22_XENLA myosin-4 OS=Xenopus laevis OX=8355 GN=myh4.L PE=3 SV=1	1937	Xenopus laevis	myosin-4
5270					KAG8554389.1	84.1	113	4.1299999999999995e-55	Nr			KAG8554389.1 hypothetical protein GDO81_003778 [Engystomops pustulosus]	1517	Engystomops pustulosus	hypothetical protein GDO81_003778
5271					KAG8542497.1	84.1	113	4.16e-55	Nr			KAG8542497.1 hypothetical protein GDO81_026619 [Engystomops pustulosus]	1924	Engystomops pustulosus	hypothetical protein GDO81_026619
5272					KAG8542498.1	84.1	113	4.16e-55	Nr			KAG8542498.1 hypothetical protein GDO81_026617, partial [Engystomops pustulosus]	1936	Engystomops pustulosus	hypothetical protein GDO81_026617, partial
5273					KAJ1095600.1	88.2	110	4.16e-55	Nr			KAJ1095600.1 hypothetical protein NDU88_000759 [Pleurodeles waltl]	1936	Pleurodeles waltl	hypothetical protein NDU88_000759
5274					A1L103	82.3	113	5.02e-55	TrEMBL		A1L103_XENLA	tr|A1L103|A1L103_XENLA Myosin-3 (Fragment) OS=Xenopus laevis OX=8355 PE=2 SV=1	1083	Xenopus laevis	Myosin-3 (Fragment)
5275					P13538	73.0	122	5.05e-55	Swiss-Prot		MYSS_CHICK	sp|P13538|MYSS_CHICK Myosin heavy chain, skeletal muscle, adult OS=Gallus gallus OX=9031 PE=1 SV=4	1939	Gallus gallus	Myosin heavy chain, skeletal muscle, adult
5276					A0A2G9S3D3	81.0	116	5.6e-55	TrEMBL	AB205_0063400	A0A2G9S3D3_LITCT	tr|A0A2G9S3D3|A0A2G9S3D3_LITCT Myosin heavy chain 3 (Fragment) OS=Lithobates catesbeianus OX=8400 GN=AB205_0063400 PE=3 SV=1	1943	Lithobates catesbeianus	Myosin heavy chain 3 (Fragment)
5277					Q29RW1	72.1	122	6.89e-55	Swiss-Prot	Myh4	MYH4_RAT	sp|Q29RW1|MYH4_RAT Myosin-4 OS=Rattus norvegicus OX=10116 GN=Myh4 PE=1 SV=1	1939	Rattus norvegicus	Myosin-4
5278					Q07G78	81.4	113	7.65e-55	TrEMBL	TTpA006f12.1-001	Q07G78_XENTR	tr|Q07G78|Q07G78_XENTR Novel myosin heavy chain family protein (Fragment) OS=Xenopus tropicalis OX=8364 GN=TTpA006f12.1-001 PE=2 SV=1	802	Xenopus tropicalis	Novel myosin heavy chain family protein (Fragment)
5279					B1WBA3	81.4	113	9.38e-55	TrEMBL		B1WBA3_XENLA	tr|B1WBA3|B1WBA3_XENLA Myosin-3 (Fragment) OS=Xenopus laevis OX=8355 PE=2 SV=1	1084	Xenopus laevis	Myosin-3 (Fragment)
5280					A0A3Q2TT97	74.1	116	9.56e-55	TrEMBL		A0A3Q2TT97_CHICK	tr|A0A3Q2TT97|A0A3Q2TT97_CHICK MYH13 protein OS=Gallus gallus OX=9031 PE=3 SV=1	193	Gallus gallus	MYH13 protein
5281					Q8AVN7	81.4	113	9.999999999999999e-55	TrEMBL	MYH4	Q8AVN7_XENLA	tr|Q8AVN7|Q8AVN7_XENLA MYH4 protein (Fragment) OS=Xenopus laevis OX=8355 GN=MYH4 PE=2 SV=1	1170	Xenopus laevis	MYH4 protein (Fragment)
5282					A0A8J1LI79	81.4	113	1.04e-54	TrEMBL	LOC108698977	A0A8J1LI79_XENLA	tr|A0A8J1LI79|A0A8J1LI79_XENLA myosin-1B OS=Xenopus laevis OX=8355 GN=LOC108698977 PE=3 SV=1	1936	Xenopus laevis	myosin-1B
5283					A0A8J0TM50	81.4	113	1.04e-54	TrEMBL	LOC108698887	A0A8J0TM50_XENLA	tr|A0A8J0TM50|A0A8J0TM50_XENLA myosin-4 OS=Xenopus laevis OX=8355 GN=LOC108698887 PE=3 SV=1	1937	Xenopus laevis	myosin-4
5284					A0A8J0TCK0	81.4	113	1.04e-54	TrEMBL	myh8.L	A0A8J0TCK0_XENLA	tr|A0A8J0TCK0|A0A8J0TCK0_XENLA myosin-4 OS=Xenopus laevis OX=8355 GN=myh8.L PE=3 SV=1	1938	Xenopus laevis	myosin-4
5285					A0A1L8F427	82.3	113	1.42e-54	TrEMBL	LOC108700302	A0A1L8F427_XENLA	tr|A0A1L8F427|A0A1L8F427_XENLA myosin-4 OS=Xenopus laevis OX=8355 GN=LOC108700302 PE=3 SV=1	1938	Xenopus laevis	myosin-4
5286					P13535	71.3	122	1.75e-54	Swiss-Prot	MYH8	MYH8_HUMAN	sp|P13535|MYH8_HUMAN Myosin-8 OS=Homo sapiens OX=9606 GN=MYH8 PE=1 SV=3	1937	Homo sapiens	Myosin-8
5287					A0A8C9FZT7	73.3	116	1.8799999999999997e-54	TrEMBL		A0A8C9FZT7_PAVCR	tr|A0A8C9FZT7|A0A8C9FZT7_PAVCR MYH13 protein OS=Pavo cristatus OX=9049 PE=3 SV=1	181	Pavo cristatus	MYH13 protein
5288					Q076A3	70.5	122	2.3799999999999997e-54	Swiss-Prot	MYH13	MYH13_CANLF	sp|Q076A3|MYH13_CANLF Myosin-13 OS=Canis lupus familiaris OX=9615 GN=MYH13 PE=3 SV=1	1940	Canis lupus familiaris	Myosin-13
5289					A0A6I8R3M0	81.4	113	2.64e-54	TrEMBL	myh8	A0A6I8R3M0_XENTR	tr|A0A6I8R3M0|A0A6I8R3M0_XENTR Myosin, heavy chain 8, skeletal muscle, perinatal OS=Xenopus tropicalis OX=8364 GN=myh8 PE=3 SV=2	1845	Xenopus tropicalis	Myosin, heavy chain 8, skeletal muscle, perinatal
5290					A0A6I8SWU8	81.4	113	2.64e-54	TrEMBL	myh8	A0A6I8SWU8_XENTR	tr|A0A6I8SWU8|A0A6I8SWU8_XENTR Myosin, heavy chain 8, skeletal muscle, perinatal OS=Xenopus tropicalis OX=8364 GN=myh8 PE=3 SV=1	1935	Xenopus tropicalis	Myosin, heavy chain 8, skeletal muscle, perinatal
5291					P13542	70.5	122	3.25e-54	Swiss-Prot	Myh8	MYH8_MOUSE	sp|P13542|MYH8_MOUSE Myosin-8 OS=Mus musculus OX=10090 GN=Myh8 PE=2 SV=2	1937	Mus musculus	Myosin-8
5292					Q6NX33	80.5	113	3.6e-54	TrEMBL	myh4	Q6NX33_XENTR	tr|Q6NX33|Q6NX33_XENTR Myosin heavy chain OS=Xenopus tropicalis OX=8364 GN=myh4 PE=2 SV=1	1935	Xenopus tropicalis	Myosin heavy chain
5293					Q9Y623	71.3	122	4.43e-54	Swiss-Prot	MYH4	MYH4_HUMAN	sp|Q9Y623|MYH4_HUMAN Myosin-4 OS=Homo sapiens OX=9606 GN=MYH4 PE=2 SV=2	1939	Homo sapiens	Myosin-4
5294					Q076A4	70.5	122	6.039999999999999e-54	Swiss-Prot	MYH8	MYH8_CANLF	sp|Q076A4|MYH8_CANLF Myosin-8 OS=Canis lupus familiaris OX=9615 GN=MYH8 PE=3 SV=1	1939	Canis lupus familiaris	Myosin-8
5295					Q90339	68.6	121	8.239999999999999e-54	Swiss-Prot		MYSS_CYPCA	sp|Q90339|MYSS_CYPCA Myosin heavy chain, fast skeletal muscle OS=Cyprinus carpio OX=7962 PE=2 SV=2	1935	Cyprinus carpio	Myosin heavy chain, fast skeletal muscle
5296					P13539	70.5	122	1.53e-53	Swiss-Prot	MYH6	MYH6_MESAU	sp|P13539|MYH6_MESAU Myosin-6 OS=Mesocricetus auratus OX=10036 GN=MYH6 PE=2 SV=2	1939	Mesocricetus auratus	Myosin-6
5297					P02563	69.7	122	3.88e-53	Swiss-Prot	Myh6	MYH6_RAT	sp|P02563|MYH6_RAT Myosin-6 OS=Rattus norvegicus OX=10116 GN=Myh6 PE=1 SV=2	1938	Rattus norvegicus	Myosin-6
5298					Q5SX40	74.1	116	5.69e-51	Swiss-Prot	Myh1	MYH1_MOUSE	sp|Q5SX40|MYH1_MOUSE Myosin-1 OS=Mus musculus OX=10090 GN=Myh1 PE=1 SV=1	1942	Mus musculus	Myosin-1
5299					Q8MJV1	74.1	116	7.76e-51	Swiss-Prot	MYH2	MYH2_HORSE	sp|Q8MJV1|MYH2_HORSE Myosin-2 OS=Equus caballus OX=9796 GN=MYH2 PE=2 SV=1	1937	Equus caballus	Myosin-2
5300					Q076A6	72.4	116	3.66e-50	Swiss-Prot	MYH1	MYH1_CANLF	sp|Q076A6|MYH1_CANLF Myosin-1 OS=Canis lupus familiaris OX=9615 GN=MYH1 PE=3 SV=2	1939	Canis lupus familiaris	Myosin-1
5301					Q076A7	72.4	116	3.66e-50	Swiss-Prot	MYH2	MYH2_CANLF	sp|Q076A7|MYH2_CANLF Myosin-2 OS=Canis lupus familiaris OX=9615 GN=MYH2 PE=3 SV=1	1940	Canis lupus familiaris	Myosin-2
5302					Q9UKX2	72.4	116	5e-50	Swiss-Prot	MYH2	MYH2_HUMAN	sp|Q9UKX2|MYH2_HUMAN Myosin-2 OS=Homo sapiens OX=9606 GN=MYH2 PE=1 SV=1	1941	Homo sapiens	Myosin-2
